Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006027~glycosaminoglycan catabolic process	3	0.31545741324921134	0.014238700180713337	ENSMUSG00000005043, ENSMUSG00000033540, ENSMUSG00000030787	786	5	19984	15.254961832061069	1.0	0.87742383368186	0.8746262504440339
GOTERM_BP_DIRECT	GO:1900077~negative regulation of cellular response to insulin stimulus	3	0.31545741324921134	0.014238700180713337	ENSMUSG00000015568, ENSMUSG00000020263, ENSMUSG00000000440	786	5	19984	15.254961832061069	1.0	0.87742383368186	0.8746262504440339
GOTERM_BP_DIRECT	GO:0061333~renal tubule morphogenesis	3	0.31545741324921134	0.014238700180713337	ENSMUSG00000005583, ENSMUSG00000022353, ENSMUSG00000008855	786	5	19984	15.254961832061069	1.0	0.87742383368186	0.8746262504440339
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	18	1.8927444794952681	0.014242241938024395	ENSMUSG00000018909, ENSMUSG00000031451, ENSMUSG00000006386, ENSMUSG00000023050, ENSMUSG00000027358, ENSMUSG00000040249, ENSMUSG00000023274, ENSMUSG00000020053, ENSMUSG00000023992, ENSMUSG00000040998, ENSMUSG00000025810, ENSMUSG00000006235, ENSMUSG00000027843, ENSMUSG00000020689, ENSMUSG00000002944, ENSMUSG00000004814, ENSMUSG00000037014, ENSMUSG00000038224	786	240	19984	1.9068702290076336	1.0	0.87742383368186	0.8746262504440339
GOTERM_BP_DIRECT	GO:0031295~T cell costimulation	5	0.5257623554153523	0.015484883349185494	ENSMUSG00000036526, ENSMUSG00000026012, ENSMUSG00000035000, ENSMUSG00000001300, ENSMUSG00000026009	786	25	19984	5.084987277353689	1.0	0.9372429395559642	0.9342546287341915
GOTERM_BP_DIRECT	GO:0001755~neural crest cell migration	7	0.7360672975814931	0.015791956496348004	ENSMUSG00000025207, ENSMUSG00000030110, ENSMUSG00000027200, ENSMUSG00000030539, ENSMUSG00000021904, ENSMUSG00000063531, ENSMUSG00000025810	786	52	19984	3.4225875905265215	1.0	0.9393491364207003	0.9363541101886342
GOTERM_BP_DIRECT	GO:0000187~activation of MAPK activity	8	0.8412197686645636	0.01708877270771368	ENSMUSG00000018909, ENSMUSG00000030110, ENSMUSG00000020623, ENSMUSG00000042284, ENSMUSG00000027358, ENSMUSG00000020053, ENSMUSG00000021253, ENSMUSG00000029468	786	68	19984	2.991168986678641	1.0	0.999258743078173	0.9960727007089382
GOTERM_BP_DIRECT	GO:0030195~negative regulation of blood coagulation	4	0.4206098843322818	0.019295924354231955	ENSMUSG00000060459, ENSMUSG00000058022, ENSMUSG00000074743, ENSMUSG00000026249	786	15	19984	6.779983036471586	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0033690~positive regulation of osteoblast proliferation	4	0.4206098843322818	0.019295924354231955	ENSMUSG00000020689, ENSMUSG00000054675, ENSMUSG00000035273, ENSMUSG00000027358	786	15	19984	6.779983036471586	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0033627~cell adhesion mediated by integrin	6	0.6309148264984227	0.01948610764827057	ENSMUSG00000070369, ENSMUSG00000020689, ENSMUSG00000027111, ENSMUSG00000042284, ENSMUSG00000022817, ENSMUSG00000026768	786	40	19984	3.813740458015267	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0032715~negative regulation of interleukin-6 production	7	0.7360672975814931	0.020385828130105973	ENSMUSG00000018909, ENSMUSG00000031451, ENSMUSG00000049871, ENSMUSG00000042817, ENSMUSG00000038147, ENSMUSG00000037922, ENSMUSG00000027843	786	55	19984	3.2359009946796204	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0050776~regulation of immune response	7	0.7360672975814931	0.020385828130105973	ENSMUSG00000036526, ENSMUSG00000104213, ENSMUSG00000026285, ENSMUSG00000089669, ENSMUSG00000102418, ENSMUSG00000030577, ENSMUSG00000020101	786	55	19984	3.2359009946796204	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0045600~positive regulation of fat cell differentiation	7	0.7360672975814931	0.020385828130105973	ENSMUSG00000026676, ENSMUSG00000027358, ENSMUSG00000015568, ENSMUSG00000020053, ENSMUSG00000030117, ENSMUSG00000035642, ENSMUSG00000000440	786	55	19984	3.2359009946796204	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	20	2.1030494216614093	0.020633469400046858	ENSMUSG00000063506, ENSMUSG00000006386, ENSMUSG00000026193, ENSMUSG00000049001, ENSMUSG00000001300, ENSMUSG00000063531, ENSMUSG00000025810, ENSMUSG00000007613, ENSMUSG00000020154, ENSMUSG00000026921, ENSMUSG00000028339, ENSMUSG00000021822, ENSMUSG00000097328, ENSMUSG00000035493, ENSMUSG00000053436, ENSMUSG00000046470, ENSMUSG00000034353, ENSMUSG00000050232, ENSMUSG00000017417, ENSMUSG00000031785	786	289	19984	1.7595111686344946	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0014051~gamma-aminobutyric acid secretion	3	0.31545741324921134	0.020805683471002655	ENSMUSG00000034656, ENSMUSG00000024897, ENSMUSG00000029468	786	6	19984	12.712468193384224	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:1904141~positive regulation of microglial cell migration	3	0.31545741324921134	0.020805683471002655	ENSMUSG00000052336, ENSMUSG00000036353, ENSMUSG00000023992	786	6	19984	12.712468193384224	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0015755~fructose transport	3	0.31545741324921134	0.020805683471002655	ENSMUSG00000026791, ENSMUSG00000005107, ENSMUSG00000028976	786	6	19984	12.712468193384224	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0006869~lipid transport	14	1.4721345951629863	0.02272503660892617	ENSMUSG00000034107, ENSMUSG00000039529, ENSMUSG00000044749, ENSMUSG00000024177, ENSMUSG00000000594, ENSMUSG00000041797, ENSMUSG00000020798, ENSMUSG00000042476, ENSMUSG00000031808, ENSMUSG00000040430, ENSMUSG00000020865, ENSMUSG00000002944, ENSMUSG00000037681, ENSMUSG00000032548	786	177	19984	2.0110119175975045	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0050766~positive regulation of phagocytosis	8	0.8412197686645636	0.02598665877729978	ENSMUSG00000031451, ENSMUSG00000039145, ENSMUSG00000002944, ENSMUSG00000057706, ENSMUSG00000040249, ENSMUSG00000065987, ENSMUSG00000023992, ENSMUSG00000079293	786	74	19984	2.7486417715425353	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0006898~receptor-mediated endocytosis	8	0.8412197686645636	0.02598665877729978	ENSMUSG00000002944, ENSMUSG00000035273, ENSMUSG00000040249, ENSMUSG00000048058, ENSMUSG00000049313, ENSMUSG00000030787, ENSMUSG00000029426, ENSMUSG00000046080	786	74	19984	2.7486417715425353	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	34	3.5751840168243953	0.026872600191360188	ENSMUSG00000029254, ENSMUSG00000031451, ENSMUSG00000054675, ENSMUSG00000005583, ENSMUSG00000049086, ENSMUSG00000034848, ENSMUSG00000023055, ENSMUSG00000027358, ENSMUSG00000023992, ENSMUSG00000021253, ENSMUSG00000006611, ENSMUSG00000020101, ENSMUSG00000026589, ENSMUSG00000029833, ENSMUSG00000042589, ENSMUSG00000039153, ENSMUSG00000020689, ENSMUSG00000039137, ENSMUSG00000036622, ENSMUSG00000110195, ENSMUSG00000030110, ENSMUSG00000026193, ENSMUSG00000026012, ENSMUSG00000015957, ENSMUSG00000058022, ENSMUSG00000027544, ENSMUSG00000020053, ENSMUSG00000007613, ENSMUSG00000029468, ENSMUSG00000000440, ENSMUSG00000027843, ENSMUSG00000002944, ENSMUSG00000070473, ENSMUSG00000053436	786	590	19984	1.4651658256781817	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0061760~antifungal innate immune response	4	0.4206098843322818	0.027211998132629683	ENSMUSG00000052336, ENSMUSG00000030148, ENSMUSG00000079293, ENSMUSG00000030147	786	17	19984	5.982337973357282	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:1902287~semaphorin-plexin signaling pathway involved in axon guidance	4	0.4206098843322818	0.027211998132629683	ENSMUSG00000031385, ENSMUSG00000005583, ENSMUSG00000025810, ENSMUSG00000029765	786	17	19984	5.982337973357282	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:1904646~cellular response to beta-amyloid	6	0.6309148264984227	0.028319945971256998	ENSMUSG00000034656, ENSMUSG00000040907, ENSMUSG00000002944, ENSMUSG00000040249, ENSMUSG00000020053, ENSMUSG00000023992	786	44	19984	3.467036780013879	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0050913~sensory perception of bitter taste	3	0.31545741324921134	0.028377206802352603	ENSMUSG00000040061, ENSMUSG00000028777, ENSMUSG00000042644	786	7	19984	10.896401308615049	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0048298~positive regulation of isotype switching to IgA isotypes	3	0.31545741324921134	0.028377206802352603	ENSMUSG00000018752, ENSMUSG00000024151, ENSMUSG00000089669	786	7	19984	10.896401308615049	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0021828~gonadotrophin-releasing hormone neuronal migration to the hypothalamus	3	0.31545741324921134	0.028377206802352603	ENSMUSG00000049001, ENSMUSG00000063531, ENSMUSG00000025810	786	7	19984	10.896401308615049	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0030509~BMP signaling pathway	10	1.0515247108307046	0.030756804196296755	ENSMUSG00000032179, ENSMUSG00000039153, ENSMUSG00000036867, ENSMUSG00000061393, ENSMUSG00000027358, ENSMUSG00000030117, ENSMUSG00000021253, ENSMUSG00000006611, ENSMUSG00000020101, ENSMUSG00000000440	786	111	19984	2.290534809618779	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0042493~response to drug	21	2.2082018927444795	0.030991459862039883	ENSMUSG00000018909, ENSMUSG00000054640, ENSMUSG00000040907, ENSMUSG00000030110, ENSMUSG00000005360, ENSMUSG00000028463, ENSMUSG00000003545, ENSMUSG00000025026, ENSMUSG00000027984, ENSMUSG00000027544, ENSMUSG00000003623, ENSMUSG00000029468, ENSMUSG00000044328, ENSMUSG00000008855, ENSMUSG00000000440, ENSMUSG00000060600, ENSMUSG00000022048, ENSMUSG00000020623, ENSMUSG00000005836, ENSMUSG00000054612, ENSMUSG00000070348	786	323	19984	1.6530144400066173	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0007340~acrosome reaction	4	0.4206098843322818	0.03172361440555785	ENSMUSG00000027849, ENSMUSG00000020654, ENSMUSG00000033949, ENSMUSG00000052102	786	18	19984	5.649985863726322	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0032691~negative regulation of interleukin-1 beta production	5	0.5257623554153523	0.032036973139195644	ENSMUSG00000038155, ENSMUSG00000049871, ENSMUSG00000052336, ENSMUSG00000020053, ENSMUSG00000023992	786	31	19984	4.100796191414266	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0045669~positive regulation of osteoblast differentiation	8	0.8412197686645636	0.03341952354304641	ENSMUSG00000039153, ENSMUSG00000054675, ENSMUSG00000005583, ENSMUSG00000061393, ENSMUSG00000027358, ENSMUSG00000020053, ENSMUSG00000040998, ENSMUSG00000013622	786	78	19984	2.6076857832583027	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0043627~response to estrogen	8	0.8412197686645636	0.03341952354304641	ENSMUSG00000036867, ENSMUSG00000006386, ENSMUSG00000020911, ENSMUSG00000005836, ENSMUSG00000021253, ENSMUSG00000007613, ENSMUSG00000000440, ENSMUSG00000070348	786	78	19984	2.6076857832583027	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0035050~embryonic heart tube development	5	0.5257623554153523	0.03551295570641955	ENSMUSG00000054640, ENSMUSG00000005583, ENSMUSG00000046470, ENSMUSG00000024986, ENSMUSG00000029765	786	32	19984	3.97264631043257	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	15	1.5772870662460567	0.03558138444188362	ENSMUSG00000053062, ENSMUSG00000006386, ENSMUSG00000032012, ENSMUSG00000027111, ENSMUSG00000032340, ENSMUSG00000006219, ENSMUSG00000024421, ENSMUSG00000026768, ENSMUSG00000026009, ENSMUSG00000079293, ENSMUSG00000070369, ENSMUSG00000001029, ENSMUSG00000042284, ENSMUSG00000057706, ENSMUSG00000052698	786	208	19984	1.8335290663534938	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0000165~MAPK cascade	10	1.0515247108307046	0.03563698638944422	ENSMUSG00000030110, ENSMUSG00000049086, ENSMUSG00000005583, ENSMUSG00000020623, ENSMUSG00000002944, ENSMUSG00000053436, ENSMUSG00000045817, ENSMUSG00000029468, ENSMUSG00000076617, ENSMUSG00000037922	786	114	19984	2.230257577786706	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0016310~phosphorylation	35	3.680336487907466	0.036693529606273825	ENSMUSG00000031377, ENSMUSG00000056215, ENSMUSG00000023050, ENSMUSG00000006494, ENSMUSG00000009828, ENSMUSG00000042724, ENSMUSG00000026489, ENSMUSG00000029735, ENSMUSG00000004798, ENSMUSG00000004933, ENSMUSG00000025375, ENSMUSG00000022861, ENSMUSG00000038481, ENSMUSG00000020623, ENSMUSG00000037251, ENSMUSG00000030345, ENSMUSG00000030110, ENSMUSG00000029521, ENSMUSG00000006386, ENSMUSG00000021180, ENSMUSG00000040936, ENSMUSG00000042817, ENSMUSG00000063179, ENSMUSG00000022672, ENSMUSG00000024177, ENSMUSG00000002007, ENSMUSG00000007613, ENSMUSG00000022433, ENSMUSG00000026737, ENSMUSG00000039145, ENSMUSG00000061393, ENSMUSG00000035064, ENSMUSG00000053436, ENSMUSG00000031303, ENSMUSG00000033985	786	627	19984	1.419254822227904	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0002752~cell surface pattern recognition receptor signaling pathway	3	0.31545741324921134	0.036864423198851054	ENSMUSG00000022887, ENSMUSG00000026938, ENSMUSG00000079293	786	8	19984	9.534351145038169	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0034165~positive regulation of toll-like receptor 9 signaling pathway	3	0.31545741324921134	0.036864423198851054	ENSMUSG00000051682, ENSMUSG00000069607, ENSMUSG00000027843	786	8	19984	9.534351145038169	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0010757~negative regulation of plasminogen activation	3	0.31545741324921134	0.036864423198851054	ENSMUSG00000021822, ENSMUSG00000038224, ENSMUSG00000026249	786	8	19984	9.534351145038169	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:1904428~negative regulation of tubulin deacetylation	3	0.31545741324921134	0.036864423198851054	ENSMUSG00000075269, ENSMUSG00000021573, ENSMUSG00000056602	786	8	19984	9.534351145038169	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0043149~stress fiber assembly	4	0.4206098843322818	0.04183741529464806	ENSMUSG00000018909, ENSMUSG00000029675, ENSMUSG00000055044, ENSMUSG00000022817	786	20	19984	5.08498727735369	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0060391~positive regulation of SMAD protein import into nucleus	4	0.4206098843322818	0.04183741529464806	ENSMUSG00000027358, ENSMUSG00000021253, ENSMUSG00000007613, ENSMUSG00000000440	786	20	19984	5.08498727735369	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0006813~potassium ion transport	11	1.1566771819137749	0.042050532228387366	ENSMUSG00000040907, ENSMUSG00000079056, ENSMUSG00000062609, ENSMUSG00000059412, ENSMUSG00000039672, ENSMUSG00000035165, ENSMUSG00000038026, ENSMUSG00000037610, ENSMUSG00000013495, ENSMUSG00000005864, ENSMUSG00000009731	786	136	19984	2.0564286783415655	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0043524~negative regulation of neuron apoptotic process	14	1.4721345951629863	0.04302415698533771	ENSMUSG00000018909, ENSMUSG00000034656, ENSMUSG00000005583, ENSMUSG00000004891, ENSMUSG00000022270, ENSMUSG00000049001, ENSMUSG00000024151, ENSMUSG00000040249, ENSMUSG00000063531, ENSMUSG00000021253, ENSMUSG00000025810, ENSMUSG00000006235, ENSMUSG00000026826, ENSMUSG00000070348	786	194	19984	1.8347892237874135	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0001822~kidney development	13	1.3669821240799158	0.04530773847357063	ENSMUSG00000015957, ENSMUSG00000006800, ENSMUSG00000026768, ENSMUSG00000007613, ENSMUSG00000063172, ENSMUSG00000046169, ENSMUSG00000061393, ENSMUSG00000038122, ENSMUSG00000066191, ENSMUSG00000039765, ENSMUSG00000031613, ENSMUSG00000050332, ENSMUSG00000031665	786	176	19984	1.877978255840851	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0031100~animal organ regeneration	6	0.6309148264984227	0.04571032252265716	ENSMUSG00000031451, ENSMUSG00000054263, ENSMUSG00000042817, ENSMUSG00000020593, ENSMUSG00000000440, ENSMUSG00000070348	786	50	19984	3.050992366412214	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:1900015~regulation of cytokine production involved in inflammatory response	3	0.31545741324921134	0.04618390053366662	ENSMUSG00000052160, ENSMUSG00000053436, ENSMUSG00000023992	786	9	19984	8.474978795589482	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0002042~cell migration involved in sprouting angiogenesis	4	0.4206098843322818	0.047428402310407354	ENSMUSG00000045930, ENSMUSG00000001300, ENSMUSG00000058022, ENSMUSG00000025810	786	21	19984	4.842845026051133	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0014912~negative regulation of smooth muscle cell migration	4	0.4206098843322818	0.047428402310407354	ENSMUSG00000027200, ENSMUSG00000040249, ENSMUSG00000026921, ENSMUSG00000000440	786	21	19984	4.842845026051133	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0001649~osteoblast differentiation	9	0.9463722397476341	0.047522966530018654	ENSMUSG00000039153, ENSMUSG00000054675, ENSMUSG00000005583, ENSMUSG00000020623, ENSMUSG00000015957, ENSMUSG00000053436, ENSMUSG00000027358, ENSMUSG00000020053, ENSMUSG00000008855	786	102	19984	2.2433767400089804	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0007165~signal transduction	68	7.150368033648791	0.049421409811662265	ENSMUSG00000036526, ENSMUSG00000031355, ENSMUSG00000063506, ENSMUSG00000025154, ENSMUSG00000009828, ENSMUSG00000026566, ENSMUSG00000023055, ENSMUSG00000025795, ENSMUSG00000040229, ENSMUSG00000025876, ENSMUSG00000024986, ENSMUSG00000020541, ENSMUSG00000006235, ENSMUSG00000027656, ENSMUSG00000021675, ENSMUSG00000047415, ENSMUSG00000039031, ENSMUSG00000051969, ENSMUSG00000046961, ENSMUSG00000042282, ENSMUSG00000040061, ENSMUSG00000037014, ENSMUSG00000039831, ENSMUSG00000052336, ENSMUSG00000050232, ENSMUSG00000073910, ENSMUSG00000018909, ENSMUSG00000110195, ENSMUSG00000031385, ENSMUSG00000015957, ENSMUSG00000028777, ENSMUSG00000067714, ENSMUSG00000062585, ENSMUSG00000027961, ENSMUSG00000033082, ENSMUSG00000007613, ENSMUSG00000079164, ENSMUSG00000062545, ENSMUSG00000022433, ENSMUSG00000071489, ENSMUSG00000027848, ENSMUSG00000043004, ENSMUSG00000069255, ENSMUSG00000042351, ENSMUSG00000032915, ENSMUSG00000036353, ENSMUSG00000031785, ENSMUSG00000037922, ENSMUSG00000052821, ENSMUSG00000031453, ENSMUSG00000031377, ENSMUSG00000034009, ENSMUSG00000031451, ENSMUSG00000004798, ENSMUSG00000022861, ENSMUSG00000035133, ENSMUSG00000035697, ENSMUSG00000031216, ENSMUSG00000030047, ENSMUSG00000031214, ENSMUSG00000020034, ENSMUSG00000029765, ENSMUSG00000000440, ENSMUSG00000046733, ENSMUSG00000040430, ENSMUSG00000061393, ENSMUSG00000037661, ENSMUSG00000030117	786	1393	19984	1.2411311373296872	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0007224~smoothened signaling pathway	9	0.9463722397476341	0.04983597704271149	ENSMUSG00000063172, ENSMUSG00000039153, ENSMUSG00000106247, ENSMUSG00000029510, ENSMUSG00000041552, ENSMUSG00000034848, ENSMUSG00000038122, ENSMUSG00000039765, ENSMUSG00000031665	786	103	19984	2.221596383309864	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0008285~negative regulation of cell proliferation	25	2.6288117770767614	0.049916279672566094	ENSMUSG00000036867, ENSMUSG00000023191, ENSMUSG00000027358, ENSMUSG00000000058, ENSMUSG00000021253, ENSMUSG00000000031, ENSMUSG00000028207, ENSMUSG00000027656, ENSMUSG00000029833, ENSMUSG00000026249, ENSMUSG00000022941, ENSMUSG00000024921, ENSMUSG00000042284, ENSMUSG00000032179, ENSMUSG00000059412, ENSMUSG00000006362, ENSMUSG00000042817, ENSMUSG00000000244, ENSMUSG00000032194, ENSMUSG00000020053, ENSMUSG00000029821, ENSMUSG00000000440, ENSMUSG00000026638, ENSMUSG00000070473, ENSMUSG00000031785	786	426	19984	1.4920737316178667	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0002062~chondrocyte differentiation	7	0.7360672975814931	0.05048813158600994	ENSMUSG00000039153, ENSMUSG00000005583, ENSMUSG00000035493, ENSMUSG00000047497, ENSMUSG00000053436, ENSMUSG00000027358, ENSMUSG00000070691	786	68	19984	2.617272863343811	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0071805~potassium ion transmembrane transport	10	1.0515247108307046	0.051174973627754604	ENSMUSG00000079056, ENSMUSG00000005360, ENSMUSG00000039672, ENSMUSG00000096764, ENSMUSG00000026065, ENSMUSG00000035165, ENSMUSG00000036353, ENSMUSG00000013495, ENSMUSG00000009731, ENSMUSG00000050138	786	122	19984	2.0840111792433156	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0060348~bone development	8	0.8412197686645636	0.05223127967043227	ENSMUSG00000020623, ENSMUSG00000033540, ENSMUSG00000032076, ENSMUSG00000021390, ENSMUSG00000053436, ENSMUSG00000027358, ENSMUSG00000006800, ENSMUSG00000050332	786	86	19984	2.365110361559856	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0051145~smooth muscle cell differentiation	4	0.4206098843322818	0.053365847533421745	ENSMUSG00000005583, ENSMUSG00000005836, ENSMUSG00000040998, ENSMUSG00000026768	786	22	19984	4.622715706685173	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0035335~peptidyl-tyrosine dephosphorylation	5	0.5257623554153523	0.05603468121920632	ENSMUSG00000055493, ENSMUSG00000069255, ENSMUSG00000026126, ENSMUSG00000030223, ENSMUSG00000027843	786	37	19984	3.4358022144281684	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0071223~cellular response to lipoteichoic acid	3	0.31545741324921134	0.05625733407862162	ENSMUSG00000002944, ENSMUSG00000053436, ENSMUSG00000023992	786	10	19984	7.627480916030534	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0050974~detection of mechanical stimulus involved in sensory perception	3	0.31545741324921134	0.05625733407862162	ENSMUSG00000041482, ENSMUSG00000020053, ENSMUSG00000026249	786	10	19984	7.627480916030534	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0019363~pyridine nucleotide biosynthetic process	3	0.31545741324921134	0.05625733407862162	ENSMUSG00000000673, ENSMUSG00000022574, ENSMUSG00000030674	786	10	19984	7.627480916030534	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0031589~cell-substrate adhesion	4	0.4206098843322818	0.05964118163641948	ENSMUSG00000036867, ENSMUSG00000031451, ENSMUSG00000020689, ENSMUSG00000027111	786	23	19984	4.421728067264078	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0050921~positive regulation of chemotaxis	4	0.4206098843322818	0.05964118163641948	ENSMUSG00000026193, ENSMUSG00000036353, ENSMUSG00000023992, ENSMUSG00000050232	786	23	19984	4.421728067264078	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0045786~negative regulation of cell cycle	6	0.6309148264984227	0.06017838344718515	ENSMUSG00000055493, ENSMUSG00000027358, ENSMUSG00000070691, ENSMUSG00000031613, ENSMUSG00000040746, ENSMUSG00000044328	786	54	19984	2.824992931863161	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0007189~adenylate cyclase-activating G-protein coupled receptor signaling pathway	10	1.0515247108307046	0.06537110908698446	ENSMUSG00000020654, ENSMUSG00000034009, ENSMUSG00000005580, ENSMUSG00000032915, ENSMUSG00000031659, ENSMUSG00000062585, ENSMUSG00000034353, ENSMUSG00000050232, ENSMUSG00000022376, ENSMUSG00000031785	786	128	19984	1.986323155216285	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0042113~B cell activation	5	0.5257623554153523	0.06569556764883672	ENSMUSG00000059994, ENSMUSG00000030577, ENSMUSG00000008855, ENSMUSG00000076617, ENSMUSG00000037922	786	39	19984	3.2596072290728775	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0008219~cell death	5	0.5257623554153523	0.06569556764883672	ENSMUSG00000034656, ENSMUSG00000042724, ENSMUSG00000024534, ENSMUSG00000029468, ENSMUSG00000029821	786	39	19984	3.2596072290728775	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0006816~calcium ion transport	11	1.1566771819137749	0.06698981227396067	ENSMUSG00000034656, ENSMUSG00000032741, ENSMUSG00000054640, ENSMUSG00000020788, ENSMUSG00000033486, ENSMUSG00000055493, ENSMUSG00000030592, ENSMUSG00000034353, ENSMUSG00000029468, ENSMUSG00000042644, ENSMUSG00000052821	786	148	19984	1.8896912179354928	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0009313~oligosaccharide catabolic process	3	0.31545741324921134	0.06701127326721958	ENSMUSG00000028164, ENSMUSG00000005142, ENSMUSG00000000594	786	11	19984	6.934073560027758	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0090385~phagosome-lysosome fusion	3	0.31545741324921134	0.06701127326721958	ENSMUSG00000055069, ENSMUSG00000052688, ENSMUSG00000013495	786	11	19984	6.934073560027758	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0042759~long-chain fatty acid biosynthetic process	3	0.31545741324921134	0.06701127326721958	ENSMUSG00000034593, ENSMUSG00000010663, ENSMUSG00000020377	786	11	19984	6.934073560027758	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0006892~post-Golgi vesicle-mediated transport	3	0.31545741324921134	0.06701127326721958	ENSMUSG00000018417, ENSMUSG00000034593, ENSMUSG00000049313	786	11	19984	6.934073560027758	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0009100~glycoprotein metabolic process	3	0.31545741324921134	0.06701127326721958	ENSMUSG00000003418, ENSMUSG00000040963, ENSMUSG00000031169	786	11	19984	6.934073560027758	1.0	1.0	0.9971006088721368
GOTERM_BP_DIRECT	GO:0046718~viral entry into host cell	5	0.5257623554153523	0.07082995209250634	ENSMUSG00000031451, ENSMUSG00000020689, ENSMUSG00000032012, ENSMUSG00000065987, ENSMUSG00000025810	786	40	19984	3.178117048346056	1.0	1.0	0.9971006088721368
